User,Name,Date,changes
Khaerr,Bataille_de_Cholet,09/08/2007 06:12,6
Massoni,1er_régiment_de_dragons,30/09/2007 01:50,6
Scoubidou75,Carle_Vernet,04/11/2007 06:20,6
Orbi Fontes,Coup_d'État_du_18_fructidor_an_V,01/12/2007 07:54,6
Nicod,Augustin-Jean-Charles_Clément,18/05/2008 12:17,6
Zetud,Complot_révolutionnaire_nantais_contre_les_modérés,10/06/2008 09:19,6
Kelson,Coup_d'État_du_18_fructidor_an_V,28/12/2005 07:45,5
81.65.169.145,Complot_de_l'Œillet,29/12/2005 07:35,5
Manalfer,Coup_d'État_du_18_fructidor_an_V,18/01/2006 02:55,5
Piku,Citoyen_actif,14/02/2006 09:39,5
Chicobot,Caroline_chérie_(1951),30/05/2007 11:21,5
Huster,Affaire_de_Nancy,09/08/2007 03:35,5
MMBot,11e_régiment_de_hussards_(France),24/09/2007 06:31,5
Zetud,Conspiration_de_Bicêtre,10/06/2008 09:20,5
Ir4ubot,Armée_de_l'Ouest,08/07/2008 09:01,5
Ir4ubot,Complot_révolutionnaire_nantais_contre_les_modérés,10/07/2008 08:32,5
Ir4ubot,Conspiration_de_Bicêtre,10/07/2008 08:37,5
90.22.102.140,Corps_législatif_(Consulat_et_Premier_Empire),21/07/2008 08:07,5
Sam Hocevar,Bonnet_phrygien,28/11/2004 02:42,4
Durandal,Bonnet_phrygien,29/01/2005 07:36,4
Jyp,Bien_national,23/04/2005 08:18,4
Vicomte Moniot,Cocarde_tricolore,02/02/2006 05:09,4
Félo,Alexandre_François_Marie_de_Beauharnais,10/07/2006 09:23,4
86.220.143.234,1er_régiment_de_dragons,18/08/2006 05:39,4
86.220.160.205,1er_régiment_de_dragons,20/08/2006 04:50,4
86.220.160.205,1er_régiment_de_dragons,20/08/2006 04:51,4
Attis,Achille_Libéral_Treilhard,24/09/2006 04:56,4
90.3.198.103,Caroline_chérie_(1951),25/10/2006 08:47,4
Nico86,Coup_d'État_du_18_fructidor_an_V,12/11/2006 09:48,4
195.221.62.136,Bataille_de_Cholet,21/12/2006 03:26,4
Escarbot,André_Joseph_Abrial,04/01/2007 09:43,4
Pgreenfinch,Accapareurs,02/02/2007 08:24,4
Gene.arboit,Bonnet_phrygien,12/06/2007 02:19,4
Nanceio,Affaire_de_Nancy,14/07/2007 08:22,4
Massoni,10e_régiment_de_hussards,15/09/2007 10:06,4
Massoni,1er_régiment_de_dragons,30/09/2007 01:53,4
Massoni,1er_régiment_de_dragons,30/09/2007 01:55,4
Ga-massoni,11e_régiment_de_hussards_(France),24/11/2007 03:52,4
Colombia,Alexandre_François_Marie_de_Beauharnais,02/03/2008 04:22,4
Sammyday,Conspiration_des_poignards,11/03/2008 09:35,4
Sammyday,Conspiration_des_poignards,12/03/2008 09:46,4
Nicod,Augustin-Jean-Charles_Clément,14/05/2008 09:51,4
Clémentsf,1er_régiment_de_dragons,16/06/2008 06:47,4
Chaoborus,Armée_de_l'Ouest,22/06/2008 11:08,4
343KKT Kintaro,Bonnet_phrygien,04/07/2008 09:19,4
Ga-massoni,12e_régiment_de_hussards,13/07/2008 05:07,4
Dr gonzo,Caroline_chérie_(1951),24/09/2005 12:38,3
Richelieu,Coup_d'État_du_30_prairial_an_VII_(18_juin_1799),07/10/2005 02:26,3
EDUCA33E,Contributions_directes,15/03/2006 03:46,3
PieRRoBoT,Camille_Borghèse,24/04/2006 05:15,3
YurikBot,Alexandre_François_Marie_de_Beauharnais,12/06/2006 11:14,3
Félo,Alexandre_François_Marie_de_Beauharnais,10/07/2006 09:26,3
Kyle the bot,Auguste_Marie_Raymond_d'Arenberg,14/10/2006 11:45,3
Quasar-Hfo4,Alexandre_François_Marie_de_Beauharnais,07/08/2007 04:31,3
Massoni,13e_régiment_de_hussards,15/09/2007 08:08,3
Massoni,10e_régiment_de_hussards,15/09/2007 10:03,3
RD47,1er_régiment_de_dragons,11/11/2007 12:05,3
90.12.52.247,Bien_national,18/11/2007 09:32,3
Godix,Charles_Antoine_Chasset,25/11/2007 02:52,3
DumZiBoT,André_Joseph_Abrial,13/02/2008 05:37,3
-Strogoff-,Antoine_Alexandre_Hanicque,20/06/2008 10:17,3
Lmaltier,Bonnet_phrygien,21/06/2005 08:31,2
Richelieu,Alexandre_François_Marie_de_Beauharnais,04/10/2005 12:39,2
Tython,Caroline_chérie_(1951),05/01/2006 10:22,2
Phe,Affaire_Réveillon,13/01/2006 10:20,2
Probot,Bon_Albert_Briois_de_Beaumetz,25/01/2006 09:15,2
82.124.29.133,André_Joseph_Abrial,28/01/2006 03:40,2
Tensai,André_Joseph_Abrial,14/02/2006 07:04,2
Phe,Alexandre_François_Marie_de_Beauharnais,14/02/2006 11:45,2
Bruno Danielzik,Alexandre_François_Marie_de_Beauharnais,25/02/2006 01:05,2
EDUCA33E,Complot_révolutionnaire_nantais_contre_les_modérés,11/04/2006 12:20,2
Alexandrin,Club_de_1789,23/04/2006 08:27,2
Papydenis,Bonnet_phrygien,01/05/2006 12:33,2
Jerome66,Complot_de_l'Œillet,16/05/2006 08:42,2
Imz,Cocarde_tricolore,10/06/2006 02:06,2
Jpm2112,Camille_Borghèse,27/06/2006 05:37,2
Leag,Conspiration_de_Bicêtre,31/08/2006 10:42,2
Piotr Ilitch Tchaïkovski,Carle_Vernet,06/09/2006 10:16,2
82.64.68.136,1er_régiment_de_dragons,21/09/2006 03:18,2
Baronnet,Alexandre_François_Marie_de_Beauharnais,23/10/2006 08:16,2
86.212.130.153,Caroline_chérie_(1951),26/10/2006 02:49,2
Romanc19s,Complot_révolutionnaire_nantais_contre_les_modérés,26/10/2006 05:46,2
Sbi,Comité_d'instruction_publique,04/12/2006 05:13,2
Cqui,Contributions_directes,13/12/2006 10:47,2
Romanc19s,Conspiration_de_Bicêtre,14/12/2006 07:23,2
195.221.62.136,Bataille_de_Cholet,21/12/2006 03:27,2
Escarbot,Accapareurs,11/02/2007 03:06,2
83.204.247.8,Certificat_de_civisme,24/03/2007 03:51,2
Quasar-Hfo4,Alexandre_François_Marie_de_Beauharnais,07/08/2007 04:31,2
83.252.93.33,Coup_d'État_du_18_fructidor_an_V,27/08/2007 08:04,2
Orthodingue,Affaire_de_Nancy,04/09/2007 01:47,2
Furmeyer,Bataille_de_Cholet,11/09/2007 10:33,2
MMBot,10e_régiment_de_hussards,24/09/2007 03:59,2
MMBot,Affaire_Réveillon,30/09/2007 08:26,2
Attis,Affaire_du_camp_de_Grenelle,23/10/2007 11:44,2
83.177.247.37,Loi_du_28_pluviôse_an_VIII,04/11/2007 11:29,2
Scoubidou75,Carle_Vernet,08/11/2007 10:26,2
DumZiBoT,Accapareurs,03/02/2008 08:24,2
DumZiBoT,10e_régiment_de_hussards,04/02/2008 08:15,2
DumZiBoT,12e_régiment_de_hussards,04/02/2008 08:15,2
DumZiBoT,13e_régiment_de_hussards,04/02/2008 08:15,2
DumZiBoT,11e_régiment_de_hussards_(France),04/02/2008 08:16,2
DumZiBoT,Affaire_de_Nancy,05/02/2008 11:19,2
DumZiBoT,Ci-devant,08/02/2008 10:42,2
DumZiBoT,Bien_national,10/02/2008 12:31,2
DumZiBoT,Affaire_Réveillon,12/02/2008 02:52,2
DumZiBoT,Contributions_directes,12/02/2008 07:14,2
DumZiBoT,Certificat_de_civisme,12/02/2008 08:57,2
Serein,Comité_ecclésiastique,06/04/2008 08:04,2
Zetud,Complot_de_l'Œillet,10/06/2008 09:29,2
85.201.108.245,Complot_révolutionnaire_nantais_contre_les_modérés,13/11/2005 11:05,1
82.124.29.133,André_Joseph_Abrial,28/01/2006 03:44,1
82.124.29.133,André_Joseph_Abrial,28/01/2006 03:44,1
194.158.98.36,Conseil_exécutif_(Révolution_française),22/02/2006 10:36,1
Fredbo28,1er_régiment_de_dragons,03/07/2006 09:37,1
Badmood,Baiser_Lamourette,25/09/2006 03:01,1
86.212.193.123,Caroline_chérie_(1951),26/10/2006 01:49,1
86.212.193.123,Caroline_chérie_(1951),26/10/2006 01:49,1
Brozouf,Alexandre_François_Marie_de_Beauharnais,05/11/2006 02:09,1
Zawer,Complot_révolutionnaire_nantais_contre_les_modérés,14/02/2007 01:05,1
MMBot,12e_régiment_de_hussards,24/09/2007 09:15,1
MMBot,13e_régiment_de_hussards,24/09/2007 11:44,1
Alain Schneider,Alexandre_François_Marie_de_Beauharnais,28/09/2007 08:58,1
MMBot,Adoption_par_Louis_XVI_de_la_cocarde_tricolore,30/09/2007 06:50,1
Ga-massoni,12e_régiment_de_hussards,02/12/2007 09:21,1
Fredbo28,1er_régiment_de_dragons,09/12/2007 11:55,1
Le Pied-bot,Alexandre_François_Marie_de_Beauharnais,22/12/2007 11:02,1
Jaucourt,Coup_d'État_du_18_fructidor_an_V,05/01/2008 05:58,1
Kilom691,Benjamin_Zix,27/01/2008 01:30,1
Badmood,Alexandre_François_Marie_de_Beauharnais,01/03/2008 10:44,1
80.143.100.193,Complot_de_l'Œillet,10/03/2008 05:43,1
Stéphane33,Comité_d'instruction_publique,04/04/2008 12:03,1
Dinkley,Cocarde_tricolore,10/07/2008 06:31,1
Neuceu,Adoption_par_Louis_XVI_de_la_cocarde_tricolore,31/08/2005 01:29,0
Vargenau,Complot_révolutionnaire_nantais_contre_les_modérés,06/10/2005 09:03,0
Poppy,Coup_d'État_du_30_prairial_an_VII_(18_juin_1799),07/10/2005 03:19,0
Hégésippe Cormier,Coup_d'État_du_18_fructidor_an_V,09/10/2005 06:02,0
Ayin,Coup_d'État_du_30_prairial_an_VII_(18_juin_1799),10/12/2005 05:15,0
ZeroJanvier,Caroline_chérie_(1951),21/01/2006 03:03,0
Vargenau,Complot_de_l'Œillet,29/01/2006 07:17,0
193.251.184.88,Adoption_par_Louis_XVI_de_la_cocarde_tricolore,02/06/2006 07:43,0
193.251.184.88,Adoption_par_Louis_XVI_de_la_cocarde_tricolore,02/06/2006 07:46,0
193.251.184.88,Adoption_par_Louis_XVI_de_la_cocarde_tricolore,02/06/2006 07:48,0
Félo,Alexandre_François_Marie_de_Beauharnais,10/07/2006 09:26,0
Jaucourt,Conseil_exécutif_(Révolution_française),17/08/2006 04:31,0
Escaladix,Bataille_de_Cholet,21/12/2006 03:27,0
Laurent Nguyen,Bonnet_phrygien,21/01/2007 10:04,0
Medium69,Citoyen_actif,12/03/2007 07:38,0
83.204.247.8,Certificat_de_civisme,24/03/2007 03:52,0
Sand,Bonnet_phrygien,01/04/2007 05:25,0
Escarbot,André_Joseph_Abrial,02/12/2007 02:09,0
Daniel*D,Charles_Antoine_Chasset,09/01/2008 12:13,0
Colombia,Alexandre_François_Marie_de_Beauharnais,02/03/2008 04:25,0
Laurent Nguyen,Cocarde_tricolore,16/03/2008 09:58,0
Wanderer999,Club_de_1789,16/05/2008 12:30,0
Wanderer999,Club_de_1789,16/05/2008 12:31,0
Épiméthée,11e_régiment_de_hussards_(France),07/07/2008 09:30,0
